country,iso3,who_region,month_start,month_lab,cases,deaths
Portugal,PRT,EURO,01/10/2023,Oct-23,43,0
Puerto Rico,PRI,AMRO,01/06/2022,Jun-22,1,0
Puerto Rico,PRI,AMRO,01/07/2022,Jul-22,12,0
Puerto Rico,PRI,AMRO,01/08/2022,Aug-22,101,0
Puerto Rico,PRI,AMRO,01/09/2022,Sep-22,68,0
Puerto Rico,PRI,AMRO,01/10/2022,Oct-22,17,0
Puerto Rico,PRI,AMRO,01/11/2022,Nov-22,6,0
Puerto Rico,PRI,AMRO,01/12/2022,Dec-22,3,0
Puerto Rico,PRI,AMRO,01/01/2023,Jan-23,1,0
Puerto Rico,PRI,AMRO,01/02/2023,Feb-23,1,0
Puerto Rico,PRI,AMRO,01/03/2023,Mar-23,1,0
Puerto Rico,PRI,AMRO,01/04/2023,Apr-23,0,0
Puerto Rico,PRI,AMRO,01/05/2023,May-23,0,0
Puerto Rico,PRI,AMRO,01/06/2023,Jun-23,0,0
Puerto Rico,PRI,AMRO,01/07/2023,Jul-23,0,0
Puerto Rico,PRI,AMRO,01/08/2023,Aug-23,0,0
Puerto Rico,PRI,AMRO,01/09/2023,Sep-23,0,0
Puerto Rico,PRI,AMRO,01/10/2023,Oct-23,0,0
Qatar,QAT,EMRO,01/07/2022,Jul-22,2,0
Qatar,QAT,EMRO,01/08/2022,Aug-22,1,0
Qatar,QAT,EMRO,01/09/2022,Sep-22,2,0
Republic of Korea,KOR,WPRO,01/06/2022,Jun-22,1,0
Republic of Korea,KOR,WPRO,01/09/2022,Sep-22,1,0
Republic of Korea,KOR,WPRO,01/11/2022,Nov-22,2,0
Republic of Korea,KOR,WPRO,01/03/2023,Mar-23,1,0
Republic of Korea,KOR,WPRO,01/04/2023,Apr-23,38,0
Republic of Korea,KOR,WPRO,01/05/2023,May-23,46,0
Republic of Korea,KOR,WPRO,01/06/2023,Jun-23,28,0
Republic of Korea,KOR,WPRO,01/07/2023,Jul-23,9,0
Republic of Korea,KOR,WPRO,01/08/2023,Aug-23,9,0
Republic of Korea,KOR,WPRO,01/09/2023,Sep-23,6,0
Republic of Korea,KOR,WPRO,01/10/2023,Oct-23,8,0
Republic of Moldova,MDA,EURO,01/08/2022,Aug-22,2,0
Republic of Moldova,MDA,EURO,01/09/2022,Sep-22,0,0
Republic of Moldova,MDA,EURO,01/10/2022,Oct-22,0,0
Republic of Moldova,MDA,EURO,01/11/2022,Nov-22,0,0
Republic of Moldova,MDA,EURO,01/12/2022,Dec-22,0,0
Republic of Moldova,MDA,EURO,01/01/2023,Jan-23,0,0
Republic of Moldova,MDA,EURO,01/02/2023,Feb-23,0,0
Republic of Moldova,MDA,EURO,01/03/2023,Mar-23,0,0
Republic of Moldova,MDA,EURO,01/04/2023,Apr-23,0,0
Republic of Moldova,MDA,EURO,01/05/2023,May-23,0,0
Republic of Moldova,MDA,EURO,01/06/2023,Jun-23,0,0
Republic of Moldova,MDA,EURO,01/07/2023,Jul-23,0,0
Republic of Moldova,MDA,EURO,01/08/2023,Aug-23,0,0
Republic of Moldova,MDA,EURO,01/09/2023,Sep-23,0,0
Republic of Moldova,MDA,EURO,01/10/2023,Oct-23,0,0
Romania,ROU,EURO,01/06/2022,Jun-22,11,0
Romania,ROU,EURO,01/07/2022,Jul-22,9,0
Romania,ROU,EURO,01/08/2022,Aug-22,16,0
Romania,ROU,EURO,01/09/2022,Sep-22,4,0
Romania,ROU,EURO,01/10/2022,Oct-22,3,0
Romania,ROU,EURO,01/11/2022,Nov-22,2,0
Romania,ROU,EURO,01/12/2022,Dec-22,1,0
Romania,ROU,EURO,01/01/2023,Jan-23,1,0
Romania,ROU,EURO,01/02/2023,Feb-23,0,0
Romania,ROU,EURO,01/03/2023,Mar-23,0,0
Romania,ROU,EURO,01/04/2023,Apr-23,0,0
Romania,ROU,EURO,01/05/2023,May-23,0,0
Romania,ROU,EURO,01/06/2023,Jun-23,0,0
Romania,ROU,EURO,01/07/2023,Jul-23,0,0
Romania,ROU,EURO,01/08/2023,Aug-23,0,0
Romania,ROU,EURO,01/09/2023,Sep-23,0,0
Romania,ROU,EURO,01/10/2023,Oct-23,0,0
Russian Federation,RUS,EURO,01/07/2022,Jul-22,1,0
Russian Federation,RUS,EURO,01/08/2022,Aug-22,0,0
Russian Federation,RUS,EURO,01/09/2022,Sep-22,1,0
Russian Federation,RUS,EURO,01/10/2022,Oct-22,0,0
Russian Federation,RUS,EURO,01/11/2022,Nov-22,0,0
Russian Federation,RUS,EURO,01/12/2022,Dec-22,0,0
Russian Federation,RUS,EURO,01/01/2023,Jan-23,0,0
Russian Federation,RUS,EURO,01/02/2023,Feb-23,0,0
Russian Federation,RUS,EURO,01/03/2023,Mar-23,0,0
Russian Federation,RUS,EURO,01/04/2023,Apr-23,0,0
Russian Federation,RUS,EURO,01/05/2023,May-23,0,0
Russian Federation,RUS,EURO,01/06/2023,Jun-23,0,0
Russian Federation,RUS,EURO,01/07/2023,Jul-23,0,0
Russian Federation,RUS,EURO,01/08/2023,Aug-23,0,0
Russian Federation,RUS,EURO,01/09/2023,Sep-23,0,0
Russian Federation,RUS,EURO,01/10/2023,Oct-23,0,0
Saint Martin,MAF,AMRO,01/08/2022,Aug-22,1,0
Saint Martin,MAF,AMRO,01/09/2022,Sep-22,0,0
Saint Martin,MAF,AMRO,01/10/2022,Oct-22,0,0
Saint Martin,MAF,AMRO,01/11/2022,Nov-22,0,0
Saint Martin,MAF,AMRO,01/12/2022,Dec-22,0,0
Saint Martin,MAF,AMRO,01/01/2023,Jan-23,0,0
Saint Martin,MAF,AMRO,01/02/2023,Feb-23,0,0
Saint Martin,MAF,AMRO,01/03/2023,Mar-23,0,0
Saint Martin,MAF,AMRO,01/04/2023,Apr-23,0,0
Saint Martin,MAF,AMRO,01/05/2023,May-23,0,0
Saint Martin,MAF,AMRO,01/06/2023,Jun-23,0,0
Saint Martin,MAF,AMRO,01/07/2023,Jul-23,0,0
Saint Martin,MAF,AMRO,01/08/2023,Aug-23,0,0
Saint Martin,MAF,AMRO,01/09/2023,Sep-23,0,0
Saint Martin,MAF,AMRO,01/10/2023,Oct-23,0,0
San Marino,SMR,EURO,01/09/2022,Sep-22,0,0
San Marino,SMR,EURO,01/10/2022,Oct-22,1,0
San Marino,SMR,EURO,01/11/2022,Nov-22,0,0
San Marino,SMR,EURO,01/12/2022,Dec-22,0,0
San Marino,SMR,EURO,01/01/2023,Jan-23,0,0
San Marino,SMR,EURO,01/02/2023,Feb-23,0,0
San Marino,SMR,EURO,01/03/2023,Mar-23,0,0
San Marino,SMR,EURO,01/04/2023,Apr-23,0,0
San Marino,SMR,EURO,01/05/2023,May-23,0,0
San Marino,SMR,EURO,01/06/2023,Jun-23,0,0
San Marino,SMR,EURO,01/07/2023,Jul-23,0,0
San Marino,SMR,EURO,01/08/2023,Aug-23,0,0
San Marino,SMR,EURO,01/09/2023,Sep-23,0,0
San Marino,SMR,EURO,01/10/2023,Oct-23,0,0
Saudi Arabia,SAU,EMRO,01/07/2022,Jul-22,4,0
Saudi Arabia,SAU,EMRO,01/08/2022,Aug-22,4,0
Serbia,SRB,EURO,01/06/2022,Jun-22,1,0
Serbia,SRB,EURO,01/07/2022,Jul-22,9,0
Serbia,SRB,EURO,01/08/2022,Aug-22,21,0
Serbia,SRB,EURO,01/09/2022,Sep-22,9,0
Serbia,SRB,EURO,01/10/2022,Oct-22,0,0
Serbia,SRB,EURO,01/11/2022,Nov-22,0,0
Serbia,SRB,EURO,01/12/2022,Dec-22,0,0
Serbia,SRB,EURO,01/01/2023,Jan-23,0,0
Serbia,SRB,EURO,01/02/2023,Feb-23,0,0
Serbia,SRB,EURO,01/03/2023,Mar-23,0,0
Serbia,SRB,EURO,01/04/2023,Apr-23,0,0
Serbia,SRB,EURO,01/05/2023,May-23,0,0
Serbia,SRB,EURO,01/06/2023,Jun-23,0,0
Serbia,SRB,EURO,01/07/2023,Jul-23,0,0
Serbia,SRB,EURO,01/08/2023,Aug-23,0,0
Serbia,SRB,EURO,01/09/2023,Sep-23,0,0
Serbia,SRB,EURO,01/10/2023,Oct-23,0,0
Singapore,SGP,WPRO,01/06/2022,Jun-22,1,0
Singapore,SGP,WPRO,01/07/2022,Jul-22,10,0
Singapore,SGP,WPRO,01/08/2022,Aug-22,5,0
Singapore,SGP,WPRO,01/09/2022,Sep-22,3,0
Singapore,SGP,WPRO,01/01/2023,Jan-23,2,0
Singapore,SGP,WPRO,01/03/2023,Mar-23,1,0
Singapore,SGP,WPRO,01/04/2023,Apr-23,1,0
Singapore,SGP,WPRO,01/05/2023,May-23,2,0
Singapore,SGP,WPRO,01/07/2023,Jul-23,1,0
Singapore,SGP,WPRO,01/09/2023,Sep-23,5,0
Singapore,SGP,WPRO,01/10/2023,Oct-23,5,0
Slovakia,SVK,EURO,01/07/2022,Jul-22,6,0
Slovakia,SVK,EURO,01/08/2022,Aug-22,6,0
Slovakia,SVK,EURO,01/09/2022,Sep-22,2,0
Slovakia,SVK,EURO,01/10/2022,Oct-22,0,0
Slovakia,SVK,EURO,01/11/2022,Nov-22,0,0
Slovakia,SVK,EURO,01/12/2022,Dec-22,0,0
Slovakia,SVK,EURO,01/01/2023,Jan-23,0,0
Slovakia,SVK,EURO,01/02/2023,Feb-23,0,0
Slovakia,SVK,EURO,01/03/2023,Mar-23,0,0
Slovakia,SVK,EURO,01/04/2023,Apr-23,0,0
Slovakia,SVK,EURO,01/05/2023,May-23,0,0
Slovakia,SVK,EURO,01/06/2023,Jun-23,0,0
Slovakia,SVK,EURO,01/07/2023,Jul-23,0,0
Slovakia,SVK,EURO,01/08/2023,Aug-23,0,0
Slovakia,SVK,EURO,01/09/2023,Sep-23,0,0
Slovakia,SVK,EURO,01/10/2023,Oct-23,0,0
Slovenia,SVN,EURO,01/05/2022,May-22,2,0
Slovenia,SVN,EURO,01/06/2022,Jun-22,7,0
Slovenia,SVN,EURO,01/07/2022,Jul-22,24,0
Slovenia,SVN,EURO,01/08/2022,Aug-22,10,0
Slovenia,SVN,EURO,01/09/2022,Sep-22,4,0
Slovenia,SVN,EURO,01/10/2022,Oct-22,0,0
Slovenia,SVN,EURO,01/11/2022,Nov-22,0,0
Slovenia,SVN,EURO,01/12/2022,Dec-22,0,0
Slovenia,SVN,EURO,01/01/2023,Jan-23,0,0
Slovenia,SVN,EURO,01/02/2023,Feb-23,0,0
Slovenia,SVN,EURO,01/03/2023,Mar-23,0,0
Slovenia,SVN,EURO,01/04/2023,Apr-23,0,0
Slovenia,SVN,EURO,01/05/2023,May-23,0,0
Slovenia,SVN,EURO,01/06/2023,Jun-23,0,0
Slovenia,SVN,EURO,01/07/2023,Jul-23,0,0
Slovenia,SVN,EURO,01/08/2023,Aug-23,0,0
Slovenia,SVN,EURO,01/09/2023,Sep-23,0,0
Slovenia,SVN,EURO,01/10/2023,Oct-23,0,0
South Africa,ZAF,AFRO,01/07/2022,Jul-22,3,0
South Africa,ZAF,AFRO,01/08/2022,Aug-22,2,0
South Africa,ZAF,AFRO,01/09/2022,Sep-22,0,0
South Africa,ZAF,AFRO,01/10/2022,Oct-22,0,0
South Africa,ZAF,AFRO,01/11/2022,Nov-22,0,0
South Africa,ZAF,AFRO,01/12/2022,Dec-22,0,0
South Africa,ZAF,AFRO,01/01/2023,Jan-23,0,0
South Africa,ZAF,AFRO,01/02/2023,Feb-23,0,0
South Africa,ZAF,AFRO,01/03/2023,Mar-23,0,0
South Africa,ZAF,AFRO,01/04/2023,Apr-23,0,0
South Africa,ZAF,AFRO,01/05/2023,May-23,0,0
South Africa,ZAF,AFRO,01/06/2023,Jun-23,0,0
South Africa,ZAF,AFRO,01/07/2023,Jul-23,0,0
South Africa,ZAF,AFRO,01/08/2023,Aug-23,0,0
South Africa,ZAF,AFRO,01/09/2023,Sep-23,0,0
South Africa,ZAF,AFRO,01/10/2023,Oct-23,0,0
Spain,ESP,EURO,01/05/2022,May-22,98,0
Spain,ESP,EURO,01/06/2022,Jun-22,702,0
Spain,ESP,EURO,01/07/2022,Jul-22,2938,0
Spain,ESP,EURO,01/08/2022,Aug-22,2805,2
Spain,ESP,EURO,01/09/2022,Sep-22,645,0
Spain,ESP,EURO,01/10/2022,Oct-22,129,0
Spain,ESP,EURO,01/11/2022,Nov-22,91,1
Spain,ESP,EURO,01/12/2022,Dec-22,88,0
Spain,ESP,EURO,01/01/2023,Jan-23,32,0
Spain,ESP,EURO,01/02/2023,Feb-23,15,0
Spain,ESP,EURO,01/03/2023,Mar-23,3,0
Spain,ESP,EURO,01/04/2023,Apr-23,3,0
Spain,ESP,EURO,01/05/2023,May-23,6,0
Spain,ESP,EURO,01/06/2023,Jun-23,4,0
Spain,ESP,EURO,01/07/2023,Jul-23,0,0
Spain,ESP,EURO,01/08/2023,Aug-23,6,0
Spain,ESP,EURO,01/09/2023,Sep-23,46,0
Spain,ESP,EURO,01/10/2023,Oct-23,36,0
Sri Lanka,LKA,SEARO,01/11/2022,Nov-22,2,0
Sri Lanka,LKA,SEARO,01/12/2022,Dec-22,0,0
Sri Lanka,LKA,SEARO,01/01/2023,Jan-23,0,0
Sri Lanka,LKA,SEARO,01/02/2023,Feb-23,0,0
Sri Lanka,LKA,SEARO,01/03/2023,Mar-23,0,0
Sri Lanka,LKA,SEARO,01/04/2023,Apr-23,0,0
Sri Lanka,LKA,SEARO,01/05/2023,May-23,0,0
Sri Lanka,LKA,SEARO,01/06/2023,Jun-23,2,0
Sri Lanka,LKA,SEARO,01/07/2023,Jul-23,0,0
Sri Lanka,LKA,SEARO,01/08/2023,Aug-23,0,0
Sri Lanka,LKA,SEARO,01/09/2023,Sep-23,0,0
Sri Lanka,LKA,SEARO,01/10/2023,Oct-23,0,0
Sudan,SDN,EMRO,01/08/2022,Aug-22,2,0
Sudan,SDN,EMRO,01/09/2022,Sep-22,5,1
Sudan,SDN,EMRO,01/10/2022,Oct-22,11,0
Sudan,SDN,EMRO,01/04/2023,Apr-23,1,0
Sweden,SWE,EURO,01/05/2022,May-22,4,0
Sweden,SWE,EURO,01/06/2022,Jun-22,24,0
Sweden,SWE,EURO,01/07/2022,Jul-22,57,0
Sweden,SWE,EURO,01/08/2022,Aug-22,72,0
Sweden,SWE,EURO,01/09/2022,Sep-22,38,0
Sweden,SWE,EURO,01/10/2022,Oct-22,17,0
Sweden,SWE,EURO,01/11/2022,Nov-22,17,0
Sweden,SWE,EURO,01/12/2022,Dec-22,21,0
Sweden,SWE,EURO,01/01/2023,Jan-23,10,0
Sweden,SWE,EURO,01/02/2023,Feb-23,0,0
Sweden,SWE,EURO,01/03/2023,Mar-23,0,0
Sweden,SWE,EURO,01/04/2023,Apr-23,0,0
Sweden,SWE,EURO,01/05/2023,May-23,0,0
Sweden,SWE,EURO,01/06/2023,Jun-23,0,0
Sweden,SWE,EURO,01/07/2023,Jul-23,0,0
Sweden,SWE,EURO,01/08/2023,Aug-23,0,0
Sweden,SWE,EURO,01/09/2023,Sep-23,4,0
Sweden,SWE,EURO,01/10/2023,Oct-23,0,0
Switzerland,CHE,EURO,01/05/2022,May-22,4,0
Switzerland,CHE,EURO,01/06/2022,Jun-22,79,0
Switzerland,CHE,EURO,01/07/2022,Jul-22,181,0
Switzerland,CHE,EURO,01/08/2022,Aug-22,192,0
Switzerland,CHE,EURO,01/09/2022,Sep-22,57,0
Switzerland,CHE,EURO,01/10/2022,Oct-22,33,0
Switzerland,CHE,EURO,01/11/2022,Nov-22,4,0
Switzerland,CHE,EURO,01/12/2022,Dec-22,1,0
Switzerland,CHE,EURO,01/01/2023,Jan-23,0,0
Switzerland,CHE,EURO,01/02/2023,Feb-23,0,0
Switzerland,CHE,EURO,01/03/2023,Mar-23,1,0
Switzerland,CHE,EURO,01/04/2023,Apr-23,0,0
Switzerland,CHE,EURO,01/05/2023,May-23,0,0
Switzerland,CHE,EURO,01/06/2023,Jun-23,2,0
Switzerland,CHE,EURO,01/07/2023,Jul-23,0,0
Switzerland,CHE,EURO,01/08/2023,Aug-23,0,0
Switzerland,CHE,EURO,01/09/2023,Sep-23,5,0
Switzerland,CHE,EURO,01/10/2023,Oct-23,3,0
Thailand,THA,SEARO,01/07/2022,Jul-22,2,0
Thailand,THA,SEARO,01/08/2022,Aug-22,5,0
Thailand,THA,SEARO,01/09/2022,Sep-22,1,0
Thailand,THA,SEARO,01/10/2022,Oct-22,4,0
Thailand,THA,SEARO,01/11/2022,Nov-22,0,0
Thailand,THA,SEARO,01/12/2022,Dec-22,0,0
Thailand,THA,SEARO,01/01/2023,Jan-23,0,0
Thailand,THA,SEARO,01/02/2023,Feb-23,3,0
Thailand,THA,SEARO,01/03/2023,Mar-23,3,0
Thailand,THA,SEARO,01/04/2023,Apr-23,3,0
Thailand,THA,SEARO,01/05/2023,May-23,22,0
Thailand,THA,SEARO,01/06/2023,Jun-23,13,0
Thailand,THA,SEARO,01/07/2023,Jul-23,63,0
Thailand,THA,SEARO,01/08/2023,Aug-23,197,1
Thailand,THA,SEARO,01/09/2023,Sep-23,144,0
Thailand,THA,SEARO,01/10/2023,Oct-23,117,0
The United Kingdom,GBR,EURO,01/05/2022,May-22,190,0
The United Kingdom,GBR,EURO,01/06/2022,Jun-22,1045,0
The United Kingdom,GBR,EURO,01/07/2022,Jul-22,1197,0
The United Kingdom,GBR,EURO,01/08/2022,Aug-22,981,0
The United Kingdom,GBR,EURO,01/09/2022,Sep-22,222,0
The United Kingdom,GBR,EURO,01/10/2022,Oct-22,63,0
The United Kingdom,GBR,EURO,01/11/2022,Nov-22,27,0
The United Kingdom,GBR,EURO,01/12/2022,Dec-22,5,0
The United Kingdom,GBR,EURO,01/01/2023,Jan-23,5,0
The United Kingdom,GBR,EURO,01/02/2023,Feb-23,0,0
The United Kingdom,GBR,EURO,01/03/2023,Mar-23,3,0
The United Kingdom,GBR,EURO,01/04/2023,Apr-23,3,0
The United Kingdom,GBR,EURO,01/05/2023,May-23,11,0
The United Kingdom,GBR,EURO,01/06/2023,Jun-23,1,0
The United Kingdom,GBR,EURO,01/07/2023,Jul-23,8,0
The United Kingdom,GBR,EURO,01/08/2023,Aug-23,10,0
The United Kingdom,GBR,EURO,01/09/2023,Sep-23,34,0
The United Kingdom,GBR,EURO,01/10/2023,Oct-23,15,0
Trinidad and Tobago,TTO,AMRO,01/07/2023,Jul-23,3,0
Trinidad and Tobago,TTO,AMRO,01/08/2023,Aug-23,0,0
Trinidad and Tobago,TTO,AMRO,01/09/2023,Sep-23,0,0
Trinidad and Tobago,TTO,AMRO,01/10/2023,Oct-23,0,0
Türkiye,TUR,EURO,01/06/2022,Jun-22,1,0
Türkiye,TUR,EURO,01/07/2022,Jul-22,0,0
Türkiye,TUR,EURO,01/08/2022,Aug-22,0,0
Türkiye,TUR,EURO,01/09/2022,Sep-22,0,0
Türkiye,TUR,EURO,01/10/2022,Oct-22,11,0
Türkiye,TUR,EURO,01/11/2022,Nov-22,0,0
Türkiye,TUR,EURO,01/12/2022,Dec-22,0,0
Türkiye,TUR,EURO,01/01/2023,Jan-23,0,0
Türkiye,TUR,EURO,01/02/2023,Feb-23,0,0
Türkiye,TUR,EURO,01/03/2023,Mar-23,0,0
Türkiye,TUR,EURO,01/04/2023,Apr-23,0,0
Türkiye,TUR,EURO,01/05/2023,May-23,0,0
Türkiye,TUR,EURO,01/06/2023,Jun-23,0,0
Türkiye,TUR,EURO,01/07/2023,Jul-23,0,0
Türkiye,TUR,EURO,01/08/2023,Aug-23,0,0
Türkiye,TUR,EURO,01/09/2023,Sep-23,0,0
Türkiye,TUR,EURO,01/10/2023,Oct-23,0,0
Ukraine,UKR,EURO,01/09/2022,Sep-22,3,0
Ukraine,UKR,EURO,01/10/2022,Oct-22,2,0
Ukraine,UKR,EURO,01/11/2022,Nov-22,0,0
Ukraine,UKR,EURO,01/12/2022,Dec-22,0,0
Ukraine,UKR,EURO,01/01/2023,Jan-23,0,0
Ukraine,UKR,EURO,01/02/2023,Feb-23,0,0
Ukraine,UKR,EURO,01/03/2023,Mar-23,0,0
Ukraine,UKR,EURO,01/04/2023,Apr-23,0,0
Ukraine,UKR,EURO,01/05/2023,May-23,0,0
Ukraine,UKR,EURO,01/06/2023,Jun-23,0,0
Ukraine,UKR,EURO,01/07/2023,Jul-23,0,0
Ukraine,UKR,EURO,01/08/2023,Aug-23,0,0
Ukraine,UKR,EURO,01/09/2023,Sep-23,0,0
Ukraine,UKR,EURO,01/10/2023,Oct-23,0,0
United Arab Emirates,ARE,EMRO,01/05/2022,May-22,4,0
United Arab Emirates,ARE,EMRO,01/06/2022,Jun-22,9,0
United Arab Emirates,ARE,EMRO,01/07/2022,Jul-22,3,0
United States of America,USA,AMRO,01/06/2022,Jun-22,396,0
United States of America,USA,AMRO,01/07/2022,Jul-22,4501,0
United States of America,USA,AMRO,01/08/2022,Aug-22,14454,0
United States of America,USA,AMRO,01/09/2022,Sep-22,6083,1
United States of America,USA,AMRO,01/10/2022,Oct-22,2615,5
United States of America,USA,AMRO,01/11/2022,Nov-22,1383,13
United States of America,USA,AMRO,01/12/2022,Dec-22,171,1
United States of America,USA,AMRO,01/01/2023,Jan-23,288,6
United States of America,USA,AMRO,01/02/2023,Feb-23,121,8
United States of America,USA,AMRO,01/03/2023,Mar-23,74,4
United States of America,USA,AMRO,01/04/2023,Apr-23,68,4
United States of America,USA,AMRO,01/05/2023,May-23,89,0
United States of America,USA,AMRO,01/06/2023,Jun-23,81,1
United States of America,USA,AMRO,01/07/2023,Jul-23,80,2
United States of America,USA,AMRO,01/08/2023,Aug-23,160,5
United States of America,USA,AMRO,01/09/2023,Sep-23,72,0
United States of America,USA,AMRO,01/10/2023,Oct-23,135,5
Uruguay,URY,AMRO,01/07/2022,Jul-22,1,0
Uruguay,URY,AMRO,01/08/2022,Aug-22,3,0
Uruguay,URY,AMRO,01/09/2022,Sep-22,4,0
Uruguay,URY,AMRO,01/10/2022,Oct-22,5,0
Uruguay,URY,AMRO,01/11/2022,Nov-22,1,0
Uruguay,URY,AMRO,01/12/2022,Dec-22,5,0
Uruguay,URY,AMRO,01/01/2023,Jan-23,0,0
Uruguay,URY,AMRO,01/02/2023,Feb-23,0,0
Uruguay,URY,AMRO,01/03/2023,Mar-23,0,0
Uruguay,URY,AMRO,01/04/2023,Apr-23,0,0
Uruguay,URY,AMRO,01/05/2023,May-23,0,0
Uruguay,URY,AMRO,01/06/2023,Jun-23,0,0
Uruguay,URY,AMRO,01/07/2023,Jul-23,0,0
Uruguay,URY,AMRO,01/08/2023,Aug-23,0,0
Uruguay,URY,AMRO,01/09/2023,Sep-23,0,0
Uruguay,URY,AMRO,01/10/2023,Oct-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/06/2022,Jun-22,1,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/07/2022,Jul-22,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/08/2022,Aug-22,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/09/2022,Sep-22,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/10/2022,Oct-22,5,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/11/2022,Nov-22,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/12/2022,Dec-22,2,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/01/2023,Jan-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/02/2023,Feb-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/03/2023,Mar-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/04/2023,Apr-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/05/2023,May-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/06/2023,Jun-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/07/2023,Jul-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/08/2023,Aug-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/09/2023,Sep-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/10/2023,Oct-23,0,0
Viet Nam,VNM,WPRO,01/10/2022,Oct-22,2,0
Viet Nam,VNM,WPRO,01/07/2023,Jul-23,1,0
Viet Nam,VNM,WPRO,01/09/2023,Sep-23,2,0
Viet Nam,VNM,WPRO,01/10/2023,Oct-23,40,1
